id;nombre_cancion;popularity;artista;pais;genero;Rango_lustros
427;'03 Bonnie & Clyde;0;JAY-Z, Beyoncé Knowles;AL;NULL;2000-2004
428;How You Remind Me;80;Nickelback;AL;rock;2000-2004
429;Who Gives A F**K Where You From;0;DJ Kay Slay, Frayser Boy, Lil Wyte, Three 6 Mafia;AL;NULL;2000-2004
430;Toxicity;80;System Of A Down;AL;metal;2000-2004
431;St. Anger;0;Metallica;AL;metal;2000-2004
432;Duvet;79;bôa;AL;anime;2000-2004
433;Jenny from the Block;0;Jennifer Lopez;AL;pop;2000-2004
434;Clocks;79;Coldplay;AL;rock;2000-2004
435;collective mode;0;PE'Z;AL;jazz;2000-2004
436;Till I Collapse;79;Eminem, Nate Dogg;AL;NULL;2000-2004
437;HEY! JORDU!;0;PE'Z;AL;NULL;2000-2004
438;Faint;79;Linkin Park;AL;rock;2000-2004
439;Un Condenado Te Amo;0;Paolo Meneguzzi;AL;Favoritos;2000-2004
440;Chop Suey!;79;System Of A Down;AL;alternative metal;2000-2004
441;Sing For The Moment - Edited;0;Eminem;AL;NULL;2000-2004
442;Seven Nation Army;78;The White Stripes;AL;rock;2000-2004
443;The Way I Am;0;Eminem;AL;rap;2000-2004
444;One Step Closer;78;Linkin Park;AL;Nu Metal;2000-2004
445;"Rama Hare - From ""Soothradharan""";0;Raveendran, Edappal Viswan, Gayathri Ashokan;AL;NULL;2000-2004
446;This Love;78;Maroon 5;AL;pop;2000-2004
447;Oceano - Ao Vivo;0;Djavan;AL;NULL;2000-2004
448;She Will Be Loved - Radio Mix;78;Maroon 5;AL;pop;2000-2004
449;Tvou Vuni Stale Znam;0;Frantisek Nedved;AL;NULL;2000-2004
450;Eho Pethani Gia Sena;44;Anna Vissi;GR;NULL;2000-2004
451;Angel;28;Shaggy, Rayvon;GR;NULL;2000-2004
452;Mockingbird;81;Eminem;GR;rap;2000-2004
453;La vita è;1;Nek;GR;pop;2000-2004
454;Tesseris Pige;43;Giorgos Mazonakis;GR;NULL;2000-2004
455;Your Sweetness Is Your Weakness;0;Dead Or Alive;GR;pop;2000-2004
456;Without Me;83;Eminem;GR;rap;2000-2004
457;"""Heroes"" - Live At The Isle Of Wight, 2004";0;David Bowie;GR;NULL;2000-2004
458;Diskola Feggaria;43;Giorgos Mazonakis;GR;NULL;2000-2004
459;Cabelo Raspadinho;2;Chiclete Com Banana;GR;brasil;2000-2004
460;Yellow;86;Coldplay;GR;rock;2000-2004
461;Devolva-Me;1;Adriana Calcanhotto;GR;mpb;2000-2004
462;O Proskynitis;42;Alkinoos Ioannidis;GR;NULL;2000-2004
463;This Is My Time;0;Sasha;GR;pop;2000-2004
464;The Real Slim Shady;81;Eminem;GR;rap;2000-2004
465;He Loves U Not;0;Dream;GR;pop;2000-2004
466;Ise;42;Anna Vissi;GR;Greek;2000-2004
467;Rooftop;0;Sasha;GR;pop;2000-2004
468;Till I Collapse;79;Eminem, Nate Dogg;GR;NULL;2000-2004
469;Stuck in the Middle with You;0;Louise;GR;pop;2000-2004
470;In Da Club;77;50 Cent;GR;rap;2000-2004
471;Dímelo bajito;0;Manzanita;GR;NULL;2000-2004
472;Numb;83;Linkin Park;GR;rock;2000-2004
473;Dar A Volta No Brasil - Ao Vivo;0;Chiclete Com Banana;GR;NULL;2000-2004
474;Superman;78;Eminem, Dina Rae;GR;NULL;2000-2004
475;2 Faced;0;Louise;GR;pop;2000-2004
476;Yeah! (feat. Lil Jon & Ludacris);80;USHER, Lil Jon, Ludacris;GR;NULL;2000-2004
477;Kiedy góral umiera;0;Harlem;GR;polish;2000-2004
478;In the End;82;Linkin Park;GR;rock;2000-2004
479;San Pedro;0;Revolver, Mick Glossp;GR;NULL;2000-2004
480;Genethlia;43;Notis Sfakianakis;GR;Greek;2000-2004
481;El peligro;0;Revolver;GR;metal;2000-2004
482;Psihedelia;45;Anna Vissi;GR;Greek;2000-2004
483;This Is Me;0;Dream;GR;pop;2000-2004
484;Bring Me To Life;80;Evanescence;GR;rock;2000-2004
485;Here She Comes Again;0;Sasha;GR;pop;2000-2004
486;Crazy In Love (feat. JAY-Z);76;Beyoncé, JAY-Z;GR;NULL;2000-2004
487;Turn It into Something Special;0;Sasha;GR;pop;2000-2004
488;Fallin';73;Alicia Keys;GR;soul;2000-2004
489;Beautiful Inside;0;Louise;GR;pop;2000-2004
490;Somewhere Only We Know;80;Keane;GR;britpop;2000-2004
491;American Life (Director's Cut) - 4K Remaster;0;Madonna;GR;NULL;2000-2004
492;O Kosmos Pou Allazei;40;Alkinoos Ioannidis;GR;Greek;2000-2004
493;Wierz? w siebie;0;Harlem;GR;NULL;2000-2004
494;Sta Ipa Ola;40;Sokratis Malamas;GR;acoustic;2000-2004
495;Eso de saber;0;Revolver;GR;LO MAS;2000-2004
496;Agapi Ipervoliki;40;Anna Vissi;GR;Greek;2000-2004
497;Take Me Home;0;Terror Squad, remy, Fat Joe, Dre, Armageddon;GR;NULL;2000-2004
498;Ah Koritsi Mou;43;Giannis Ploutarhos;GR;griechische Musik;2000-2004
499;Love Is Alive - Live;;;;;2000-2004
500;Yellow;86;Coldplay;MT;rock;2000-2004
501;Angel;28;Shaggy, Rayvon;MT;NULL;2000-2004
502;The Scientist;83;Coldplay;MT;Coldplay;2000-2004
503;2 Faced;0;Louise;MT;pop;2000-2004
504;Somewhere Only We Know;80;Keane;MT;britpop;2000-2004
505;Stuck in the Middle with You;0;Louise;MT;pop;2000-2004
506;Mr. Brightside;82;The Killers;MT;rock;2000-2004
507;Cabelo Raspadinho;2;Chiclete Com Banana;MT;brasil;2000-2004
508;Unwritten;81;Natasha Bedingfield;MT;pop;2000-2004
509;Devolva-Me;1;Adriana Calcanhotto;MT;mpb;2000-2004
510;Clocks;79;Coldplay;MT;rock;2000-2004
511;La vita è;1;Nek;MT;pop;2000-2004
512;Numb;83;Linkin Park;MT;rock;2000-2004
513;This Is My Time;0;Sasha;MT;pop;2000-2004
514;Mockingbird;81;Eminem;MT;rap;2000-2004
515;He Loves U Not;0;Dream;MT;pop;2000-2004
516;Yeah! (feat. Lil Jon & Ludacris);80;USHER, Lil Jon, Ludacris;MT;NULL;2000-2004
517;Rooftop;0;Sasha;MT;pop;2000-2004
518;She Will Be Loved - Radio Mix;78;Maroon 5;MT;pop;2000-2004
519;Dímelo bajito;0;Manzanita;MT;NULL;2000-2004
520;Without Me;83;Eminem;MT;rap;2000-2004
521;Dar A Volta No Brasil - Ao Vivo;0;Chiclete Com Banana;MT;NULL;2000-2004
522;In the End;82;Linkin Park;MT;rock;2000-2004
523;Kiedy góral umiera;0;Harlem;MT;polish;2000-2004
524;Sparks;82;Coldplay;MT;rock;2000-2004
525;San Pedro;0;Revolver, Mick Glossp;MT;NULL;2000-2004
526;The Real Slim Shady;81;Eminem;MT;rap;2000-2004
527;El peligro;0;Revolver;MT;metal;2000-2004
528;Can't Stop;80;Red Hot Chili Peppers;MT;rock;2000-2004
529;This Is Me;0;Dream;MT;pop;2000-2004
530;White Flag;72;Dido;MT;pop;2000-2004
531;Here She Comes Again;0;Sasha;MT;pop;2000-2004
532;Feel;72;Robbie Williams;MT;pop;2000-2004
533;Turn It into Something Special;0;Sasha;MT;pop;2000-2004
534;In Da Club;77;50 Cent;MT;rap;2000-2004
535;Beautiful Inside;0;Louise;MT;pop;2000-2004
536;How You Remind Me;80;Nickelback;MT;rock;2000-2004
537;American Life (Director's Cut) - 4K Remaster;0;Madonna;MT;NULL;2000-2004
538;Till I Collapse;79;Eminem, Nate Dogg;MT;NULL;2000-2004
539;Wierz? w siebie;0;Harlem;MT;NULL;2000-2004
540;This Love;78;Maroon 5;MT;pop;2000-2004
541;Eso de saber;0;Revolver;MT;LO MAS;2000-2004
542;Lose Yourself;76;Eminem;MT;rap;2000-2004
543;Take Me Home;0;Terror Squad, remy, Fat Joe, Dre, Armageddon;MT;NULL;2000-2004
544;Complicated;78;Avril Lavigne;MT;pop;2000-2004
545;Love Is Alive - Live;;;;;2000-2004
546;Bring Me To Life;80;Evanescence;MT;rock;2000-2004
547;Ni na no;0;Javier Álvarez;MT;NULL;2000-2004
548;Dancing in the Moonlight;75;Toploader;MT;pop;2000-2004
549;Call Me;0;Blondie;MT;80s;2000-2004
550;Yellow;86;Coldplay;CY;rock;2000-2004
551;Angel;28;Shaggy, Rayvon;CY;NULL;2000-2004
552;Without Me;83;Eminem;CY;rap;2000-2004
553;This Is Me;0;Dream;CY;pop;2000-2004
554;Mockingbird;81;Eminem;CY;rap;2000-2004
555;2 Faced;0;Louise;CY;pop;2000-2004
556;Numb;83;Linkin Park;CY;rock;2000-2004
557;Cabelo Raspadinho;2;Chiclete Com Banana;CY;brasil;2000-2004
558;Eho Pethani Gia Sena;44;Anna Vissi;CY;NULL;2000-2004
559;Devolva-Me;1;Adriana Calcanhotto;CY;mpb;2000-2004
560;In the End;82;Linkin Park;CY;rock;2000-2004
561;La vita è;1;Nek;CY;pop;2000-2004
562;The Real Slim Shady;81;Eminem;CY;rap;2000-2004
563;This Is My Time;0;Sasha;CY;pop;2000-2004
564;Genethlia;43;Notis Sfakianakis;CY;Greek;2000-2004
565;He Loves U Not;0;Dream;CY;pop;2000-2004
566;The Scientist;83;Coldplay;CY;Coldplay;2000-2004
567;Rooftop;0;Sasha;CY;pop;2000-2004
568;Somewhere Only We Know;80;Keane;CY;britpop;2000-2004
569;Stuck in the Middle with You;0;Louise;CY;pop;2000-2004
570;Bring Me To Life;80;Evanescence;CY;rock;2000-2004
571;Dímelo bajito;0;Manzanita;CY;NULL;2000-2004
572;O Proskynitis;42;Alkinoos Ioannidis;CY;NULL;2000-2004
573;Dar A Volta No Brasil - Ao Vivo;0;Chiclete Com Banana;CY;NULL;2000-2004
574;Till I Collapse;79;Eminem, Nate Dogg;CY;NULL;2000-2004
575;Kiedy góral umiera;0;Harlem;CY;polish;2000-2004
576;How You Remind Me;80;Nickelback;CY;rock;2000-2004
577;San Pedro;0;Revolver, Mick Glossp;CY;NULL;2000-2004
578;Toxicity;80;System Of A Down;CY;metal;2000-2004
579;El peligro;0;Revolver;CY;metal;2000-2004
580;Yeah! (feat. Lil Jon & Ludacris);80;USHER, Lil Jon, Ludacris;CY;NULL;2000-2004
581;Here She Comes Again;0;Sasha;CY;pop;2000-2004
582;O Kosmos Pou Allazei;40;Alkinoos Ioannidis;CY;Greek;2000-2004
583;Turn It into Something Special;0;Sasha;CY;pop;2000-2004
584;Unwritten;81;Natasha Bedingfield;CY;pop;2000-2004
585;Beautiful Inside;0;Louise;CY;pop;2000-2004
586;Can't Stop;80;Red Hot Chili Peppers;CY;rock;2000-2004
587;American Life (Director's Cut) - 4K Remaster;0;Madonna;CY;NULL;2000-2004
588;Superman;78;Eminem, Dina Rae;CY;NULL;2000-2004
589;Wierz? w siebie;0;Harlem;CY;NULL;2000-2004
590;Psihedelia;45;Anna Vissi;CY;Greek;2000-2004
591;Eso de saber;0;Revolver;CY;LO MAS;2000-2004
592;Clocks;79;Coldplay;CY;rock;2000-2004
593;Take Me Home;0;Terror Squad, remy, Fat Joe, Dre, Armageddon;CY;NULL;2000-2004
594;In Da Club;77;50 Cent;CY;rap;2000-2004
595;Love Is Alive - Live;;;;;2000-2004
596;Chop Suey!;79;System Of A Down;CY;alternative metal;2000-2004
597;Ni na no;0;Javier Álvarez;CY;NULL;2000-2004
598;Faint;79;Linkin Park;CY;rock;2000-2004
599;Call Me;0;Blondie;CY;80s;2000-2004
600;Caminando por la vida;64;Melendi;ES;pop espanol;2005-2009
601;Odio;1;Revolver;ES;spanish;2005-2009
602;Por la boca vive el pez;62;Fito y Fitipaldis;ES;spanish;2005-2009
603;Historia universal (El amor no es lo que piensas);0;DELUXE;ES;indie;2005-2009
604;Un violinista en tu tejado;61;Melendi;ES;spanish;2005-2009
605;Colillas en el sueño;0;DELUXE;ES;NULL;2005-2009
606;Viva La Vida;82;Coldplay;ES;Coldplay;2005-2009
607;Tendremos que esperar;0;DELUXE;ES;spanish pop;2005-2009
608;Antes de que cuente diez;60;Fito y Fitipaldis;ES;spanish;2005-2009
609;Mi rendición;0;Revolver;ES;Rock en Espanol;2005-2009
610;No Puedo Vivir Sin Ti;60;Los Ronaldos;ES;spanish;2005-2009
611;Si es tan solo amor;0;Revolver;ES;blues guitar;2005-2009
612;Princesas;60;Pereza;ES;Pereza;2005-2009
613;No va más;0;Revolver;ES;rich spanish pop;2005-2009
614;Me equivocaría otra vez;59;Fito y Fitipaldis;ES;NULL;2005-2009
615;Y pasa el tiempo;0;Revolver;ES;NULL;2005-2009
616;Marta, Sebas, Guille y los demás;59;Amaral;ES;spanish;2005-2009
617;Rain on Me;0;Beth;ES;pop;2005-2009
618;Con la luna llena;59;Melendi;ES;spanish;2005-2009
619;El roce de tu piel;0;Revolver;ES;Spanish Rock;2005-2009
620;Tenia Tanto Que Darte;58;Nena Daconte;ES;spanish;2005-2009
621;Tu Vuoi Da Me Qualcosa - Live;1;Vasco Rossi;ES;NULL;2005-2009
622;Zapatillas;58;El Canto Del Loco;ES;spanish;2005-2009
623;Clapton: Tears in Heaven/video;1;The Choirboys;ES;NULL;2005-2009
624;Mi Estrella Blanca;58;Fondo Flamenco;ES;Flamenco;2005-2009
625;Get Around Town;0;Revolver;ES;rock;2005-2009
626;En Que Estrella Estara;58;Nena Daconte;ES;eurocajon11;2005-2009
627;Caro diario;0;Javier Álvarez;ES;NULL;2005-2009
628;Paseo;57;Estopa;ES;paseo;2005-2009
629;All These Things;0;Beth;ES;guilty pleasure;2005-2009
630;Fix You;81;Coldplay;ES;Coldplay;2005-2009
631;J'étais comme eux;0;Demon One;ES;NULL;2005-2009
632;Kisiera yo saber;57;Melendi;ES;Flamenco;2005-2009
633;Stars of CCTV - Live at the Astoria;0;Hard-Fi;ES;NULL;2005-2009
634;Virtual Diva;70;Don Omar;ES;Reggaeton;2005-2009
635;Nothing to Lose;0;Operator;ES;rock;2005-2009
636;Sé lo que hicisteis - 2006 Remastered Version;57;Melendi;ES;NULL;2005-2009
637;Sí, sí - Directo 07;0;Los Ronaldos;ES;NULL;2005-2009
638;Besos;56;El Canto Del Loco;ES;spanish;2005-2009
639;Save Me;1;Morandi, Helene;ES;NULL;2005-2009
640;Hips Don't Lie (feat. Wyclef Jean);80;Shakira, Wyclef Jean;ES;NULL;2005-2009
641;Con Tanto Héroe - Live;0;Melendi;ES;NULL;2005-2009
642;Con sólo una sonrisa;57;Melendi;ES;spanish;2005-2009
643;Goodbye;0;Sasha;ES;pop;2005-2009
644;Ella Y Yo - Featuring Don Omar;75;Aventura, Don Omar;ES;NULL;2005-2009
645;Donde Estan las Llaves;0;CantaJuego;ES;NULL;2005-2009
646;Volvera;56;El Canto Del Loco;ES;spanish;2005-2009
647;Blue Man Group - Rock Concert Movement #10;0;Blue Man Group;ES;NULL;2005-2009
648;El Secreto de las Tortugas;55;Maldita Nerea;ES;pop;2005-2009
649;Smiley Faces - Live T4 Performance;0;Gnarls Barkley;ES;NULL;2005-2009
650;Viva La Vida;82;Coldplay;FR;Coldplay;2005-2009
651;Caught Up - Music Video;0;USHER;FR;NULL;2005-2009
652;Breakin' Dishes;81;Rihanna;FR;rnb;2005-2009
653;Can I Have It Like That;0;Pharrell, Gwen Stefani;FR;NULL;2005-2009
654;I Gotta Feeling;77;Black Eyed Peas;FR;pop;2005-2009
655;How We Do;0;The Game;FR;Hip-Hop;2005-2009
656;Poker Face;79;Lady Gaga;FR;pop;2005-2009
657;Tu Vuoi Da Me Qualcosa - Live;1;Vasco Rossi;FR;NULL;2005-2009
658;La Boulette (Génération Nan Nan);59;Diam's;FR;french;2005-2009
659;Odio;1;Revolver;FR;spanish;2005-2009
660;Temperature;59;Sean Paul;FR;reggae;2005-2009
661;Save Me;1;Morandi, Helene;FR;NULL;2005-2009
662;Feel Good Inc.;82;Gorillaz;FR;alternative;2005-2009
663;Clapton: Tears in Heaven/video;1;The Choirboys;FR;NULL;2005-2009
664;Right Round;75;Flo Rida, Kesha;FR;NULL;2005-2009
665;Historia universal (El amor no es lo que piensas);0;DELUXE;FR;indie;2005-2009
666;Back To Black;77;Amy Winehouse;FR;soul;2005-2009
667;Get Around Town;0;Revolver;FR;rock;2005-2009
668;Il avait les mots;58;Sheryfa Luna;FR;french;2005-2009
669;Coming Home;0;Sasha;FR;pop;2005-2009
670;Caravane;59;Raphaël;FR;french;2005-2009
671;Esqueça Que Eu Te Amo - Ao Vivo;0;Edson & Hudson;FR;NULL;2005-2009
672;Umbrella;78;Rihanna, JAY-Z;FR;NULL;2005-2009
673;Colillas en el sueño;0;DELUXE;FR;NULL;2005-2009
674;505;81;Arctic Monkeys;FR;indie rock;2005-2009
675;Goodbye;0;Sasha;FR;pop;2005-2009
676;Don't Stop The Music;78;Rihanna;FR;dance;2005-2009
677;Stars of CCTV - Live at the Astoria;0;Hard-Fi;FR;NULL;2005-2009
678;Hips Don't Lie (feat. Wyclef Jean);80;Shakira, Wyclef Jean;FR;NULL;2005-2009
679;Tendremos que esperar;0;DELUXE;FR;spanish pop;2005-2009
680;Partenaire Particulier;57;Partenaire Particulier;FR;French 80s;2005-2009
681;Mi rendición;0;Revolver;FR;Rock en Espanol;2005-2009
682;Headlock;83;Imogen Heap;FR;electronic;2005-2009
683;J'étais comme eux;0;Demon One;FR;NULL;2005-2009
684;Confessions Nocturnes;57;Diam's, Vitaa;FR;NULL;2005-2009
685;Si es tan solo amor;0;Revolver;FR;blues guitar;2005-2009
686;The Way I Are;78;Timbaland, Keri Hilson, D.O.E.;FR;NULL;2005-2009
687;Tá No Meu Coração - Ao Vivo;0;Edson & Hudson;FR;NULL;2005-2009
688;Dis-moi;57;BB Brunes;FR;french;2005-2009
689;Start Of Something New;0;Troy, Vanessa Hudgens;FR;NULL;2005-2009
690;Bad Romance;79;Lady Gaga;FR;pop;2005-2009
691;No va más;0;Revolver;FR;rich spanish pop;2005-2009
692;Just Dance;77;Lady Gaga, Colby O'Donis;FR;NULL;2005-2009
693;Slowly;0;Sasha;FR;pop;2005-2009
694;Gimme More;78;Britney Spears;FR;pop;2005-2009
695;Soulcrusher;0;Operator;FR;Grunge;2005-2009
696;Pump It;73;Black Eyed Peas;FR;Hip-Hop;2005-2009
697;Womanizer (Director's Cut);0;Britney Spears;FR;my dance room;2005-2009
698;Dog Days Are Over;75;Florence + The Machine;FR;indie;2005-2009
699;Disco Eterno - Gira Me Verás Volver;0;Soda Stereo;FR;NULL;2005-2009
700;Headlock;83;Imogen Heap;MC;electronic;2005-2009
701;Tu Vuoi Da Me Qualcosa - Live;1;Vasco Rossi;MC;NULL;2005-2009
702;Viva La Vida;82;Coldplay;MC;Coldplay;2005-2009
703;Odio;1;Revolver;MC;spanish;2005-2009
704;Feel Good Inc.;82;Gorillaz;MC;alternative;2005-2009
705;Save Me;1;Morandi, Helene;MC;NULL;2005-2009
706;505;81;Arctic Monkeys;MC;indie rock;2005-2009
707;Historia universal (El amor no es lo que piensas);0;DELUXE;MC;indie;2005-2009
708;Breakin' Dishes;81;Rihanna;MC;rnb;2005-2009
709;Get Around Town;0;Revolver;MC;rock;2005-2009
710;Fix You;81;Coldplay;MC;Coldplay;2005-2009
711;Coming Home;0;Sasha;MC;pop;2005-2009
712;Hips Don't Lie (feat. Wyclef Jean);80;Shakira, Wyclef Jean;MC;NULL;2005-2009
713;Esqueça Que Eu Te Amo - Ao Vivo;0;Edson & Hudson;MC;NULL;2005-2009
714;Flashing Lights;80;Kanye West, Dwele;MC;NULL;2005-2009
715;Colillas en el sueño;0;DELUXE;MC;NULL;2005-2009
716;Promiscuous;80;Nelly Furtado, Timbaland;MC;NULL;2005-2009
717;Goodbye;0;Sasha;MC;pop;2005-2009
718;Heartless;80;Kanye West;MC;Kanye West;2005-2009
719;Stars of CCTV - Live at the Astoria;0;Hard-Fi;MC;NULL;2005-2009
720;Bad Romance;79;Lady Gaga;MC;pop;2005-2009
721;Tendremos que esperar;0;DELUXE;MC;spanish pop;2005-2009
722;Smack That;79;Akon, Eminem;MC;NULL;2005-2009
723;Mi rendición;0;Revolver;MC;Rock en Espanol;2005-2009
724;Poker Face;79;Lady Gaga;MC;pop;2005-2009
725;J'étais comme eux;0;Demon One;MC;NULL;2005-2009
726;Sex on Fire;79;Kings of Leon;MC;rock;2005-2009
727;Si es tan solo amor;0;Revolver;MC;blues guitar;2005-2009
728;Gimme More;78;Britney Spears;MC;pop;2005-2009
729;Tá No Meu Coração - Ao Vivo;0;Edson & Hudson;MC;NULL;2005-2009
730;Maneater;78;Nelly Furtado;MC;pop;2005-2009
731;Start Of Something New;0;Troy, Vanessa Hudgens;MC;NULL;2005-2009
732;The Way I Are;78;Timbaland, Keri Hilson, D.O.E.;MC;NULL;2005-2009
733;No va más;0;Revolver;MC;rich spanish pop;2005-2009
734;I Wonder;78;Kanye West;MC;Hip-Hop;2005-2009
735;Slowly;0;Sasha;MC;pop;2005-2009
736;How to Save a Life;78;The Fray;MC;alternative;2005-2009
737;Soulcrusher;0;Operator;MC;Grunge;2005-2009
738;Umbrella;78;Rihanna, JAY-Z;MC;NULL;2005-2009
739;Womanizer (Director's Cut);0;Britney Spears;MC;my dance room;2005-2009
740;Chasing Cars;78;Snow Patrol;MC;indie;2005-2009
741;Disco Eterno - Gira Me Verás Volver;0;Soda Stereo;MC;NULL;2005-2009
742;Don't Stop The Music;78;Rihanna;MC;dance;2005-2009
743;B.Y.O.B.;0;System Of A Down;MC;alternative metal;2005-2009
744;Empire State Of Mind;77;JAY-Z, Alicia Keys;MC;NULL;2005-2009
745;Nothing to Lose;0;Operator;MC;rock;2005-2009
746;I Gotta Feeling;77;Black Eyed Peas;MC;pop;2005-2009
747;Nossa História - Ao Vivo;0;Edson & Hudson;MC;NULL;2005-2009
748;What I've Done;77;Linkin Park;MC;rock;2005-2009
749;Até O Sol Quis Ver;0;Exaltasamba;MC;Pagode;2005-2009
750;Viva La Vida;69;Coldplay;IT;Coldplay;2005-2009
751;Tu Vuoi Da Me Qualcosa - Live;1;Vasco Rossi;IT;NULL;2005-2009
752;Marmellata #25;57;Cesare Cremonini;IT;NULL;2005-2009
753;Get Around Town;0;Revolver;IT;rock;2005-2009
754;Breakin' Dishes;81;Rihanna;IT;rnb;2005-2009
755;Sono Pazzo Di Te;0;Max Gazzè;IT;alternative;2005-2009
756;Estate;57;Negramaro;IT;italian;2005-2009
757;B.Y.O.B.;0;System Of A Down;IT;alternative metal;2005-2009
758;Poker Face;79;Lady Gaga;IT;pop;2005-2009
759;No va más;0;Revolver;IT;rich spanish pop;2005-2009
760;505;81;Arctic Monkeys;IT;indie rock;2005-2009
761;Stars of CCTV - Live at the Astoria;0;Hard-Fi;IT;NULL;2005-2009
762;Fix You;81;Coldplay;IT;Coldplay;2005-2009
763;Save Me;1;Morandi, Helene;IT;NULL;2005-2009
764;Feel Good Inc.;82;Gorillaz;IT;alternative;2005-2009
765;Historia universal (El amor no es lo que piensas);0;DELUXE;IT;indie;2005-2009
766;Heartless;80;Kanye West;IT;Kanye West;2005-2009
767;Odio;1;Revolver;IT;spanish;2005-2009
768;Right Round;75;Flo Rida, Kesha;IT;NULL;2005-2009
769;Mi rendición;0;Revolver;IT;Rock en Espanol;2005-2009
770;I Gotta Feeling;77;Black Eyed Peas;IT;pop;2005-2009
771;Si es tan solo amor;0;Revolver;IT;blues guitar;2005-2009
772;Just Dance;77;Lady Gaga, Colby O'Donis;IT;NULL;2005-2009
773;Colillas en el sueño;0;DELUXE;IT;NULL;2005-2009
774;Umbrella;78;Rihanna, JAY-Z;IT;NULL;2005-2009
775;Clapton: Tears in Heaven/video;1;The Choirboys;IT;NULL;2005-2009
776;What I've Done;77;Linkin Park;IT;rock;2005-2009
777;Soulcrusher;0;Operator;IT;Grunge;2005-2009
778;Bad Romance;79;Lady Gaga;IT;pop;2005-2009
779;Womanizer (Director's Cut);0;Britney Spears;IT;my dance room;2005-2009
780;Hips Don't Lie (feat. Wyclef Jean);80;Shakira, Wyclef Jean;IT;NULL;2005-2009
781;Ass Like That - Super Clean Version;0;Eminem;IT;NULL;2005-2009
782;Empire State Of Mind;77;JAY-Z, Alicia Keys;IT;NULL;2005-2009
783;The Streets;0;WC, Snoop Dogg, Nate Dogg;IT;NULL;2005-2009
784;Don't Stop The Music;78;Rihanna;IT;dance;2005-2009
785;We're All In This Together;0;Troy, High School Musical Cast, Vanessa Hudgens;IT;NULL;2005-2009
786;Hot N Cold;72;Katy Perry;IT;pop;2005-2009
787;From Yesterday;0;Thirty Seconds To Mars;IT;alternative rock;2005-2009
788;Smack That;79;Akon, Eminem;IT;NULL;2005-2009
789;Da Rockwilder;0;Method Man, Redman;IT;NULL;2005-2009
790;How to Save a Life;78;The Fray;IT;alternative;2005-2009
791;Thriller 25th Anniversary;0;Michael Jackson;IT;NULL;2005-2009
792;Flashing Lights;80;Kanye West, Dwele;IT;NULL;2005-2009
793;Cacca Nello Spazio - Live / Milan, Italy / 2009;0;Caparezza;IT;NULL;2005-2009
794;Dog Days Are Over;75;Florence + The Machine;IT;indie;2005-2009
795;Japan Summer Sonic, LPTV Episode 10;0;Linkin Park;IT;NULL;2005-2009
796;Back To Black;77;Amy Winehouse;IT;soul;2005-2009
797;I Know What I Like (In Your Wardrobe);0;Genesis;IT;Progressive rock;2005-2009
798;Can't Tell Me Nothing;77;Kanye West;IT;Hip-Hop;2005-2009
799;Europe / Asia Tour, LPTV Episode 7;0;Linkin Park;IT;NULL;2005-2009
800;Viva La Vida;82;Coldplay;SI;Coldplay;2005-2009
801;Clapton: Tears in Heaven/video;1;The Choirboys;SI;NULL;2005-2009
802;Breakin' Dishes;81;Rihanna;SI;rnb;2005-2009
803;Get Around Town;0;Revolver;SI;rock;2005-2009
804;Čas;31;DAN D;SI;emotional;2005-2009
805;Tu Vuoi Da Me Qualcosa - Live;1;Vasco Rossi;SI;NULL;2005-2009
806;505;81;Arctic Monkeys;SI;indie rock;2005-2009
807;Odio;1;Revolver;SI;spanish;2005-2009
808;Heartless;80;Kanye West;SI;Kanye West;2005-2009
809;Save Me;1;Morandi, Helene;SI;NULL;2005-2009
810;Soba 102;31;Jan Plestenjak, Lara;SI;NULL;2005-2009
811;Historia universal (El amor no es lo que piensas);0;DELUXE;SI;indie;2005-2009
812;Poker Face;79;Lady Gaga;SI;pop;2005-2009
813;Coming Home;0;Sasha;SI;pop;2005-2009
814;Iz Pekla Do Raja;30;Jan Plestenjak, Eva Moškon;SI;NULL;2005-2009
815;Esqueça Que Eu Te Amo - Ao Vivo;0;Edson & Hudson;SI;NULL;2005-2009
816;Flashing Lights;80;Kanye West, Dwele;SI;NULL;2005-2009
817;Colillas en el sueño;0;DELUXE;SI;NULL;2005-2009
818;Headlock;83;Imogen Heap;SI;electronic;2005-2009
819;Goodbye;0;Sasha;SI;pop;2005-2009
820;Don't Stop The Music;78;Rihanna;SI;dance;2005-2009
821;Stars of CCTV - Live at the Astoria;0;Hard-Fi;SI;NULL;2005-2009
822;Aspirin;46;Seka Aleksić;SI;pop;2005-2009
823;Tendremos que esperar;0;DELUXE;SI;spanish pop;2005-2009
824;Feel Good Inc.;82;Gorillaz;SI;alternative;2005-2009
825;Mi rendición;0;Revolver;SI;Rock en Espanol;2005-2009
826;Z Goričkega V Piran;29;Vlado Kreslin;SI;NULL;2005-2009
827;J'étais comme eux;0;Demon One;SI;NULL;2005-2009
828;Hot N Cold;72;Katy Perry;SI;pop;2005-2009
829;Si es tan solo amor;0;Revolver;SI;blues guitar;2005-2009
830;Just Dance;77;Lady Gaga, Colby O'Donis;SI;NULL;2005-2009
831;Tá No Meu Coração - Ao Vivo;0;Edson & Hudson;SI;NULL;2005-2009
832;I Gotta Feeling;77;Black Eyed Peas;SI;pop;2005-2009
